municipality_code,municipality_name,year,unemployment_rate
0138,Tyresö,2019,8.8
0139,Upplands-Bro,2019,12.3
0140,Nykvarn,2019,7.3
0160,Täby,2019,6.3
0162,Danderyd,2019,6
0163,Sollentuna,2019,9.6
0180,Stockholm,2019,10
0181,Södertälje,2019,17.3
0182,Nacka,2019,8.2
0183,Sundbyberg,2019,10.9
0184,Solna,2019,7.7
0186,Lidingö,2019,7
0187,Vaxholm,2019,6.5
0188,Norrtälje,2019,8.9
0191,Sigtuna,2019,12.6
0192,Nynäshamn,2019,11.1
0305,Håbo,2019,8.7
0319,Älvkarleby,2019,15.5
0330,Knivsta,2019,7
0331,Heby,2019,10.9
0360,Tierp,2019,12.3
0380,Uppsala,2019,10.1
0381,Enköping,2019,12
0382,Östhammar,2019,7.7
0428,Vingåker,2019,14.5
0461,Gnesta,2019,8.5
0480,Nyköping,2019,13.2
0481,Oxelösund,2019,17.6
0482,Flen,2019,19.2
0483,Katrineholm,2019,16.1
0484,Eskilstuna,2019,19.6
0486,Strängnäs,2019,11.4
0488,Trosa,2019,7.4
0509,Ödeshög,2019,12.1
0512,Ydre,2019,7.1
0513,Kinda,2019,8.8
0560,Boxholm,2019,10.4
0561,Åtvidaberg,2019,9.3
0562,Finspång,2019,14.4
0563,Valdemarsvik,2019,14.8
0580,Linköping,2019,9.8
0581,Norrköping,2019,16.2
0582,Söderköping,2019,9.6
0583,Motala,2019,15.5
0584,Vadstena,2019,10.6
0586,Mjölby,2019,11
0604,Aneby,2019,10.9
0617,Gnosjö,2019,9.6
0642,Mullsjö,2019,8.2
0643,Habo,2019,6.8
0662,Gislaved,2019,12.4
0665,Vaggeryd,2019,9.6
0680,Jönköping,2019,9.8
0682,Nässjö,2019,14.8
0683,Värnamo,2019,10.3
0684,Sävsjö,2019,13.3
0685,Vetlanda,2019,11.3
0686,Eksjö,2019,11.6
0687,Tranås,2019,13.6
0760,Uppvidinge,2019,14.6
0761,Lessebo,2019,21.4
0763,Tingsryd,2019,11.4
0764,Alvesta,2019,14.3
0765,Älmhult,2019,13
0767,Markaryd,2019,16.4
0780,Växjö,2019,12.4
0781,Ljungby,2019,11.9
0821,Högsby,2019,18.4
0834,Torsås,2019,13.2
0840,Mörbylånga,2019,8.6
0860,Hultsfred,2019,16.5
0861,Mönsterås,2019,12.8
0862,Emmaboda,2019,14.8
0880,Kalmar,2019,11.7
0881,Nybro,2019,13.7
0882,Oskarshamn,2019,12.1
0883,Västervik,2019,13.6
0884,Vimmerby,2019,11.5
0885,Borgholm,2019,11.1
0980,Gotland,2019,10.9
1060,Olofström,2019,16.8
1080,Karlskrona,2019,12.7
1081,Ronneby,2019,19.9
1082,Karlshamn,2019,16.3
1083,Sölvesborg,2019,14.6
1214,Svalöv,2019,12.1
1230,Staffanstorp,2019,8.9
1231,Burlöv,2019,17.2
1233,Vellinge,2019,7.4
1256,Östra Göinge,2019,19.2
1257,Örkelljunga,2019,12.7
1260,Bjuv,2019,15.9
1261,Kävlinge,2019,9.1
1262,Lomma,2019,6.8
1263,Svedala,2019,9.4
1264,Skurup,2019,12.9
1265,Sjöbo,2019,10.4
1266,Hörby,2019,11.5
1267,Höör,2019,9.8
1270,Tomelilla,2019,13.9
1272,Bromölla,2019,15.9
1273,Osby,2019,14
1275,Perstorp,2019,20.4
1276,Klippan,2019,14.2
1277,Åstorp,2019,16.9
1278,Båstad,2019,10.8
1280,Malmö,2019,18.8
1281,Lund,2019,8.8
1282,Landskrona,2019,18
1283,Helsingborg,2019,16.3
1284,Höganäs,2019,10.3
1285,Eslöv,2019,13.8
1286,Ystad,2019,10.7
1287,Trelleborg,2019,13.1
1290,Kristianstad,2019,15.7
1291,Simrishamn,2019,12.8
1292,Ängelholm,2019,10.8
1293,Hässleholm,2019,15.2
1315,Hylte,2019,15.9
1380,Halmstad,2019,13.2
1381,Laholm,2019,12
1382,Falkenberg,2019,11.9
1383,Varberg,2019,8.7
1384,Kungsbacka,2019,6.9
1401,Härryda,2019,6.9
1402,Partille,2019,8.6
1407,Öckerö,2019,5.9
1415,Stenungsund,2019,7.4
1419,Tjörn,2019,7
1421,Orust,2019,7.5
1427,Sotenäs,2019,8.2
1430,Munkedal,2019,10.8
1435,Tanum,2019,9.7
1438,Dals-Ed,2019,9.9
1439,Färgelanda,2019,12.9
1440,Ale,2019,8.7
1441,Lerum,2019,6.9
1442,Vårgårda,2019,10.6
1443,Bollebygd,2019,8.3
1444,Grästorp,2019,9.6
1445,Essunga,2019,11.7
1446,Karlsborg,2019,9.2
1447,Gullspång,2019,16.1
1452,Tranemo,2019,9
1460,Bengtsfors,2019,16.7
1461,Mellerud,2019,16
1462,Lilla Edet,2019,10.2
1463,Mark,2019,9.3
1465,Svenljunga,2019,9.2
1466,Herrljunga,2019,9.6
1470,Vara,2019,9.3
1471,Götene,2019,10.3
1472,Tibro,2019,14.9
1473,Töreboda,2019,15.1
1480,Göteborg,2019,12.1
1481,Mölndal,2019,7.6
1482,Kungälv,2019,7.4
1484,Lysekil,2019,11.6
1485,Uddevalla,2019,14.4
1486,Strömstad,2019,9.7
1487,Vänersborg,2019,14.3
1488,Trollhättan,2019,16.1
1489,Alingsås,2019,9.1
1490,Borås,2019,13.2
1491,Ulricehamn,2019,9.1
1492,Åmål,2019,19.1
1493,Mariestad,2019,11.5
1494,Lidköping,2019,9.7
1495,Skara,2019,14.1
1496,Skövde,2019,10.8
1497,Hjo,2019,9.7
1498,Tidaholm,2019,10.7
1499,Falköping,2019,13
1715,Kil,2019,12
1730,Eda,2019,11.6
1737,Torsby,2019,10.8
1760,Storfors,2019,16.8
1761,Hammarö,2019,8.3
1762,Munkfors,2019,14.8
1763,Forshaga,2019,12.9
1764,Grums,2019,13.2
1765,Årjäng,2019,9.1
1766,Sunne,2019,10.2
1780,Karlstad,2019,12.5
1781,Kristinehamn,2019,15.4
1782,Filipstad,2019,18
1783,Hagfors,2019,12.4
1784,Arvika,2019,11.5
1785,Säffle,2019,17.4
1814,Lekeberg,2019,9
1860,Laxå,2019,14.9
1861,Hallsberg,2019,14.1
1862,Degerfors,2019,14.5
1863,Hällefors,2019,18
1864,Ljusnarsberg,2019,17.4
1880,Örebro,2019,13.6
1881,Kumla,2019,11.9
1882,Askersund,2019,10.6
1883,Karlskoga,2019,14
1884,Nora,2019,12.8
1885,Lindesberg,2019,14.2
1904,Skinnskatteberg,2019,12.5
1907,Surahammar,2019,12.9
1960,Kungsör,2019,16.3
1961,Hallstahammar,2019,13.8
1962,Norberg,2019,15.8
1980,Västerås,2019,14.7
1981,Sala,2019,13.6
1982,Fagersta,2019,17.9
1983,Köping,2019,15.5
1984,Arboga,2019,15
2021,Vansbro,2019,10
2023,Malung-Sälen,2019,9.2
2026,Gagnef,2019,8.2
2029,Leksand,2019,9.1
2031,Rättvik,2019,8.9
2034,Orsa,2019,14.9
2039,Älvdalen,2019,12.5
2061,Smedjebacken,2019,9.8
2062,Mora,2019,9.3
2080,Falun,2019,10.2
2081,Borlänge,2019,13.9
2082,Säter,2019,8.3
2083,Hedemora,2019,13.8
2084,Avesta,2019,16.3
2085,Ludvika,2019,14.9
2101,Ockelbo,2019,18.2
2104,Hofors,2019,16.4
2121,Ovanåker,2019,15.2
2132,Nordanstig,2019,12.5
2161,Ljusdal,2019,15.6
2180,Gävle,2019,16.1
2181,Sandviken,2019,19
2182,Söderhamn,2019,18.9
2183,Bollnäs,2019,17.9
2184,Hudiksvall,2019,13.2
2260,Ånge,2019,12.9
2262,Timrå,2019,13.5
2280,Härnösand,2019,19.2
2281,Sundsvall,2019,13.1
2282,Kramfors,2019,16.6
2283,Sollefteå,2019,16
2284,Örnsköldsvik,2019,13.9
2303,Ragunda,2019,15
2305,Bräcke,2019,14.6
2309,Krokom,2019,9.4
2313,Strömsund,2019,16.9
2321,Åre,2019,12.8
2326,Berg,2019,11.3
2361,Härjedalen,2019,13.9
2380,Östersund,2019,12.1
2401,Nordmaling,2019,12.8
2403,Bjurholm,2019,13
2404,Vindeln,2019,10.4
2409,Robertsfors,2019,10.7
2417,Norsjö,2019,13.3
2418,Malå,2019,10.2
2421,Storuman,2019,11.4
2422,Sorsele,2019,12.1
2425,Dorotea,2019,13.2
2460,Vännäs,2019,10.1
2462,Vilhelmina,2019,14.5
2463,Åsele,2019,15.9
2480,Umeå,2019,9.6
2481,Lycksele,2019,12.2
2482,Skellefteå,2019,10.9
2505,Arvidsjaur,2019,15.2
2506,Arjeplog,2019,12.3
2510,Jokkmokk,2019,11.4
2513,Överkalix,2019,15.9
2514,Kalix,2019,13.3
2518,Övertorneå,2019,16.4
2521,Pajala,2019,14.2
2523,Gällivare,2019,8.4
2560,Älvsbyn,2019,13.2
2580,Luleå,2019,11.3
2581,Piteå,2019,11.2
2582,Boden,2019,12.4
2583,Haparanda,2019,19.2
2584,Kiruna,2019,8.5
0114,Upplands Väsby,2020,15.9
0115,Vallentuna,2020,8.5
0117,Österåker,2020,9.1
0120,Värmdö,2020,9.7
0123,Järfälla,2020,16.2
0125,Ekerö,2020,8.1
0126,Huddinge,2020,14.1
0127,Botkyrka,2020,19.4
0128,Salem,2020,11.4
0136,Haninge,2020,14.7
0138,Tyresö,2020,11.5
0139,Upplands-Bro,2020,15.4
0140,Nykvarn,2020,8.9
0160,Täby,2020,8.5
0162,Danderyd,2020,7.7
0163,Sollentuna,2020,12.5
0180,Stockholm,2020,13.4
0181,Södertälje,2020,20.2
0182,Nacka,2020,10.8
0183,Sundbyberg,2020,14.1
0184,Solna,2020,10.9
0186,Lidingö,2020,9.5
0187,Vaxholm,2020,8.7
0188,Norrtälje,2020,10.6
0191,Sigtuna,2020,18.9
0192,Nynäshamn,2020,13.3
0305,Håbo,2020,10.9
0319,Älvkarleby,2020,16.1
0330,Knivsta,2020,10.1
0331,Heby,2020,13.2
0360,Tierp,2020,14.6
0380,Uppsala,2020,12.3
0381,Enköping,2020,13.4
0382,Östhammar,2020,8.5
0428,Vingåker,2020,16.3
0461,Gnesta,2020,10.8
0480,Nyköping,2020,15.6
0481,Oxelösund,2020,19
0482,Flen,2020,20
0483,Katrineholm,2020,17
0484,Eskilstuna,2020,21.3
0486,Strängnäs,2020,13
0488,Trosa,2020,9.2
0509,Ödeshög,2020,13.4
0512,Ydre,2020,7.9
0513,Kinda,2020,9.6
0560,Boxholm,2020,11.2
0561,Åtvidaberg,2020,10.2
0562,Finspång,2020,15.3
0563,Valdemarsvik,2020,14.6
0580,Linköping,2020,11.2
0581,Norrköping,2020,17.8
0582,Söderköping,2020,10.8
0583,Motala,2020,16.3
0584,Vadstena,2020,12.7
0586,Mjölby,2020,12.6
0604,Aneby,2020,12.4
0617,Gnosjö,2020,12.1
0642,Mullsjö,2020,10.6
0643,Habo,2020,7.7
0662,Gislaved,2020,13.9
0665,Vaggeryd,2020,12.2
0680,Jönköping,2020,11.9
0682,Nässjö,2020,16
0683,Värnamo,2020,12
0684,Sävsjö,2020,14.3
0685,Vetlanda,2020,12.7
0686,Eksjö,2020,12.5
0687,Tranås,2020,15.8
0760,Uppvidinge,2020,16.3
0761,Lessebo,2020,22.5
0763,Tingsryd,2020,13.1
0764,Alvesta,2020,16.4
0765,Älmhult,2020,13.4
0767,Markaryd,2020,16.5
0780,Växjö,2020,14.2
0781,Ljungby,2020,13.6
0821,Högsby,2020,17.6
0834,Torsås,2020,14.2
0840,Mörbylånga,2020,9.4
0860,Hultsfred,2020,16.9
0861,Mönsterås,2020,13.6
0862,Emmaboda,2020,16
0880,Kalmar,2020,13.5
0881,Nybro,2020,14.6
0882,Oskarshamn,2020,13.1
0883,Västervik,2020,15
0884,Vimmerby,2020,13.5
0885,Borgholm,2020,12.1
0980,Gotland,2020,13
1060,Olofström,2020,17.7
1080,Karlskrona,2020,13.7
1081,Ronneby,2020,20.5
1082,Karlshamn,2020,17.3
1083,Sölvesborg,2020,16.5
1214,Svalöv,2020,13.3
1230,Staffanstorp,2020,10.4
1231,Burlöv,2020,19.5
1233,Vellinge,2020,9.1
1256,Östra Göinge,2020,20.2
1257,Örkelljunga,2020,14.3
1260,Bjuv,2020,17.3
1261,Kävlinge,2020,10.8
1262,Lomma,2020,7.9
1263,Svedala,2020,11
1264,Skurup,2020,14.3
1265,Sjöbo,2020,11.6
1266,Hörby,2020,13.1
1267,Höör,2020,11.8
1270,Tomelilla,2020,14.7
1272,Bromölla,2020,16.5
1273,Osby,2020,15
1275,Perstorp,2020,22.1
1276,Klippan,2020,15.2
1277,Åstorp,2020,17.7
1278,Båstad,2020,12
1280,Malmö,2020,21.2
1281,Lund,2020,10.6
1282,Landskrona,2020,19.3
1283,Helsingborg,2020,18.5
1284,Höganäs,2020,12.1
1285,Eslöv,2020,15.6
1286,Ystad,2020,12
1287,Trelleborg,2020,15.1
1290,Kristianstad,2020,17.1
1291,Simrishamn,2020,13.1
1292,Ängelholm,2020,12.2
1293,Hässleholm,2020,16.7
1315,Hylte,2020,17
1380,Halmstad,2020,15.1
1381,Laholm,2020,12.7
1382,Falkenberg,2020,13.7
1383,Varberg,2020,10.1
1384,Kungsbacka,2020,8.5
1401,Härryda,2020,9.3
1402,Partille,2020,11.5
1407,Öckerö,2020,6.9
1415,Stenungsund,2020,9.6
1419,Tjörn,2020,8.2
1421,Orust,2020,9.1
1427,Sotenäs,2020,10.8
1430,Munkedal,2020,13.7
1435,Tanum,2020,11.7
1438,Dals-Ed,2020,11.1
1439,Färgelanda,2020,14.7
1440,Ale,2020,11
1441,Lerum,2020,9.4
1442,Vårgårda,2020,12.2
1443,Bollebygd,2020,9.9
1444,Grästorp,2020,10.2
1445,Essunga,2020,12.6
1446,Karlsborg,2020,11.3
1447,Gullspång,2020,16.6
1452,Tranemo,2020,10.3
1460,Bengtsfors,2020,17.9
1461,Mellerud,2020,18
1462,Lilla Edet,2020,12.8
1463,Mark,2020,11
1465,Svenljunga,2020,11.5
1466,Herrljunga,2020,10.9
1470,Vara,2020,10.9
1471,Götene,2020,11.5
1472,Tibro,2020,17.4
1473,Töreboda,2020,15.8
1480,Göteborg,2020,15.6
1481,Mölndal,2020,10.2
1482,Kungälv,2020,9.6
1484,Lysekil,2020,13.3
1485,Uddevalla,2020,15.7
1486,Strömstad,2020,15.1
1487,Vänersborg,2020,16.4
1488,Trollhättan,2020,18.4
1489,Alingsås,2020,11.2
1490,Borås,2020,15.4
1491,Ulricehamn,2020,10.4
1492,Åmål,2020,19.8
1493,Mariestad,2020,11.8
1494,Lidköping,2020,11.2
1495,Skara,2020,15.3
1496,Skövde,2020,13.1
1497,Hjo,2020,12
1498,Tidaholm,2020,12.2
1499,Falköping,2020,15.2
1715,Kil,2020,13.4
1730,Eda,2020,14.1
1737,Torsby,2020,12.3
1760,Storfors,2020,17.1
1761,Hammarö,2020,9.6
1762,Munkfors,2020,16.2
1763,Forshaga,2020,13.9
1764,Grums,2020,15.3
1765,Årjäng,2020,11
1766,Sunne,2020,12.4
1780,Karlstad,2020,14.4
1781,Kristinehamn,2020,16.8
1782,Filipstad,2020,18
1783,Hagfors,2020,13.3
1784,Arvika,2020,13.8
1785,Säffle,2020,18.7
1814,Lekeberg,2020,10.1
1860,Laxå,2020,14.5
1861,Hallsberg,2020,15
1862,Degerfors,2020,15.2
1863,Hällefors,2020,19.1
1864,Ljusnarsberg,2020,17.6
1880,Örebro,2020,15.2
1881,Kumla,2020,12.7
1882,Askersund,2020,10.9
1883,Karlskoga,2020,14.8
1884,Nora,2020,13.7
1885,Lindesberg,2020,15.2
1904,Skinnskatteberg,2020,14.1
1907,Surahammar,2020,15.7
1960,Kungsör,2020,18.1
1961,Hallstahammar,2020,15.1
1962,Norberg,2020,18.3
1980,Västerås,2020,16.7
1981,Sala,2020,15
1982,Fagersta,2020,18.9
1983,Köping,2020,17.1
1984,Arboga,2020,16.8
2021,Vansbro,2020,10.6
2023,Malung-Sälen,2020,11.5
2026,Gagnef,2020,9.1
2029,Leksand,2020,10.6
2031,Rättvik,2020,11
2034,Orsa,2020,15.6
2039,Älvdalen,2020,15.6
2061,Smedjebacken,2020,11.3
2062,Mora,2020,11.6
2080,Falun,2020,10.9
2081,Borlänge,2020,15.6
2082,Säter,2020,9.5
2083,Hedemora,2020,14.6
2084,Avesta,2020,17.2
2085,Ludvika,2020,16.7
2101,Ockelbo,2020,18.9
2104,Hofors,2020,17.3
2121,Ovanåker,2020,16.1
2132,Nordanstig,2020,14.7
2161,Ljusdal,2020,17.3
2180,Gävle,2020,18.2
2181,Sandviken,2020,20.4
2182,Söderhamn,2020,19.5
2183,Bollnäs,2020,18.6
2184,Hudiksvall,2020,15.1
2260,Ånge,2020,14.2
2262,Timrå,2020,15.8
2280,Härnösand,2020,19.8
2281,Sundsvall,2020,14.8
2282,Kramfors,2020,16.6
2283,Sollefteå,2020,16.9
2284,Örnsköldsvik,2020,14.6
2303,Ragunda,2020,15.1
2305,Bräcke,2020,15.4
2309,Krokom,2020,10.1
2313,Strömsund,2020,16.5
2321,Åre,2020,18.3
2326,Berg,2020,13.3
2361,Härjedalen,2020,14.5
2380,Östersund,2020,14
2401,Nordmaling,2020,14.3
2403,Bjurholm,2020,13.7
2404,Vindeln,2020,11.3
2409,Robertsfors,2020,12
2417,Norsjö,2020,12.7
2418,Malå,2020,11.6
2421,Storuman,2020,13.5
2422,Sorsele,2020,12.2
2425,Dorotea,2020,12.4
2460,Vännäs,2020,11.2
2462,Vilhelmina,2020,16.2
2463,Åsele,2020,16.4
2480,Umeå,2020,11.4
2481,Lycksele,2020,12.7
2482,Skellefteå,2020,12.1
2505,Arvidsjaur,2020,15.4
2506,Arjeplog,2020,12.8
2510,Jokkmokk,2020,12.1
2513,Överkalix,2020,15.9
2514,Kalix,2020,13.9
2518,Övertorneå,2020,15.1
2521,Pajala,2020,13.2
2523,Gällivare,2020,9
2560,Älvsbyn,2020,16
2580,Luleå,2020,12.5
2581,Piteå,2020,11.9
2582,Boden,2020,13
2583,Haparanda,2020,18.2
2584,Kiruna,2020,9.8
0114,Upplands Väsby,2021,15.3
0115,Vallentuna,2021,8.1
0117,Österåker,2021,8.5
0120,Värmdö,2021,8.9
0123,Järfälla,2021,15.6
0125,Ekerö,2021,7.4
0126,Huddinge,2021,13.4
0127,Botkyrka,2021,19
0128,Salem,2021,10.6
0136,Haninge,2021,13.9
0138,Tyresö,2021,10.7
0139,Upplands-Bro,2021,14.8
0140,Nykvarn,2021,8.2
0160,Täby,2021,8
0162,Danderyd,2021,7
0163,Sollentuna,2021,12
0180,Stockholm,2021,12.5
0181,Södertälje,2021,19.6
0182,Nacka,2021,9.6
0183,Sundbyberg,2021,13.1
0184,Solna,2021,9.7
0186,Lidingö,2021,8.9
0187,Vaxholm,2021,8.3
0188,Norrtälje,2021,10.4
0191,Sigtuna,2021,18.5
0192,Nynäshamn,2021,12.8
0305,Håbo,2021,10.5
0319,Älvkarleby,2021,16
0330,Knivsta,2021,10.1
0331,Heby,2021,13
0360,Tierp,2021,14
0380,Uppsala,2021,11.8
0381,Enköping,2021,13.2
0382,Östhammar,2021,8.8
0428,Vingåker,2021,15
0461,Gnesta,2021,10
0480,Nyköping,2021,14.5
0481,Oxelösund,2021,16.9
0482,Flen,2021,19.6
0483,Katrineholm,2021,15.7
0484,Eskilstuna,2021,20.1
0486,Strängnäs,2021,12.8
0488,Trosa,2021,8.7
0509,Ödeshög,2021,11.8
0512,Ydre,2021,7.2
0513,Kinda,2021,9.3
0560,Boxholm,2021,10.9
0561,Åtvidaberg,2021,9.7
0562,Finspång,2021,14.7
0563,Valdemarsvik,2021,12.3
0580,Linköping,2021,10.6
0581,Norrköping,2021,16.8
0582,Söderköping,2021,9.9
0583,Motala,2021,14.8
0584,Vadstena,2021,11.5
0586,Mjölby,2021,11.5
0604,Aneby,2021,11.9
0617,Gnosjö,2021,11.1
0642,Mullsjö,2021,9.6
0643,Habo,2021,7.2
0662,Gislaved,2021,12.5
0665,Vaggeryd,2021,11.2
0680,Jönköping,2021,11.3
0682,Nässjö,2021,15.1
0683,Värnamo,2021,10.8
0684,Sävsjö,2021,13.4
0685,Vetlanda,2021,12.1
0686,Eksjö,2021,12
0687,Tranås,2021,14.3
0760,Uppvidinge,2021,14.6
0761,Lessebo,2021,20.2
0763,Tingsryd,2021,12.3
0764,Alvesta,2021,15.5
0765,Älmhult,2021,13.1
0767,Markaryd,2021,14.3
0780,Växjö,2021,13.1
0781,Ljungby,2021,12
0821,Högsby,2021,15.7
0834,Torsås,2021,12.3
0840,Mörbylånga,2021,8.7
0860,Hultsfred,2021,15.6
0861,Mönsterås,2021,12.4
0862,Emmaboda,2021,14.6
0880,Kalmar,2021,12.3
0881,Nybro,2021,13.8
0882,Oskarshamn,2021,12.1
0883,Västervik,2021,13
0884,Vimmerby,2021,11.5
0885,Borgholm,2021,11.4
0980,Gotland,2021,11.6
1060,Olofström,2021,16
1080,Karlskrona,2021,12.6
1081,Ronneby,2021,18.3
1082,Karlshamn,2021,15.7
1083,Sölvesborg,2021,14.3
1214,Svalöv,2021,13.3
1230,Staffanstorp,2021,9.9
1231,Burlöv,2021,18.8
1233,Vellinge,2021,8
1256,Östra Göinge,2021,18.9
1257,Örkelljunga,2021,14.2
1260,Bjuv,2021,17.3
1261,Kävlinge,2021,10
1262,Lomma,2021,7.3
1263,Svedala,2021,10.2
1264,Skurup,2021,13.6
1265,Sjöbo,2021,11.1
1266,Hörby,2021,12
1267,Höör,2021,10.5
1270,Tomelilla,2021,13.5
1272,Bromölla,2021,15.4
1273,Osby,2021,14.2
1275,Perstorp,2021,21.8
1276,Klippan,2021,14.8
1277,Åstorp,2021,17.2
1278,Båstad,2021,10.9
1280,Malmö,2021,20.4
1281,Lund,2021,9.8
1282,Landskrona,2021,18.5
1283,Helsingborg,2021,18
1284,Höganäs,2021,10.8
1285,Eslöv,2021,15
1286,Ystad,2021,10.8
1287,Trelleborg,2021,14.4
1290,Kristianstad,2021,16.9
1291,Simrishamn,2021,11.7
1292,Ängelholm,2021,11.5
1293,Hässleholm,2021,15.8
1315,Hylte,2021,15.9
1380,Halmstad,2021,14.2
1381,Laholm,2021,11.9
1382,Falkenberg,2021,13.3
1383,Varberg,2021,9.5
1384,Kungsbacka,2021,7.6
1401,Härryda,2021,8.7
1402,Partille,2021,10.9
1407,Öckerö,2021,7
1415,Stenungsund,2021,9.1
1419,Tjörn,2021,7.6
1421,Orust,2021,8.7
1427,Sotenäs,2021,11.1
1430,Munkedal,2021,12.9
1435,Tanum,2021,11.7
1438,Dals-Ed,2021,10.9
1439,Färgelanda,2021,14.1
1440,Ale,2021,10.2
1441,Lerum,2021,8.4
1442,Vårgårda,2021,12
1443,Bollebygd,2021,9.9
1444,Grästorp,2021,9.4
1445,Essunga,2021,12
1446,Karlsborg,2021,9.4
1447,Gullspång,2021,16
1452,Tranemo,2021,9.9
1460,Bengtsfors,2021,15.8
1461,Mellerud,2021,16.3
1462,Lilla Edet,2021,12.4
1463,Mark,2021,10.4
1465,Svenljunga,2021,11.7
1466,Herrljunga,2021,10
1470,Vara,2021,10.2
1471,Götene,2021,10.9
1472,Tibro,2021,16.5
1473,Töreboda,2021,15.2
1480,Göteborg,2021,14.9
1481,Mölndal,2021,9.5
1482,Kungälv,2021,9.1
1484,Lysekil,2021,13
1485,Uddevalla,2021,15.7
1486,Strömstad,2021,15.6
1487,Vänersborg,2021,15.6
1488,Trollhättan,2021,18.1
1489,Alingsås,2021,10.5
1490,Borås,2021,14.6
1491,Ulricehamn,2021,10.3
1492,Åmål,2021,18.4
1493,Mariestad,2021,11.1
1494,Lidköping,2021,10.4
1495,Skara,2021,13.6
1496,Skövde,2021,11.6
1497,Hjo,2021,11
1498,Tidaholm,2021,11.3
1499,Falköping,2021,14.5
1715,Kil,2021,11.9
1730,Eda,2021,13.9
1737,Torsby,2021,11.3
1760,Storfors,2021,15.8
1761,Hammarö,2021,8.7
1762,Munkfors,2021,15.2
1763,Forshaga,2021,13.2
1764,Grums,2021,14.8
1765,Årjäng,2021,10.9
1766,Sunne,2021,11.2
1780,Karlstad,2021,13.3
1781,Kristinehamn,2021,15.9
1782,Filipstad,2021,16.1
1783,Hagfors,2021,12.7
1784,Arvika,2021,12.1
1785,Säffle,2021,17
1814,Lekeberg,2021,8.7
1860,Laxå,2021,13.4
1861,Hallsberg,2021,13.9
1862,Degerfors,2021,15.7
1863,Hällefors,2021,17.3
1864,Ljusnarsberg,2021,15.9
1880,Örebro,2021,14.5
1881,Kumla,2021,11.8
1882,Askersund,2021,10.1
1883,Karlskoga,2021,13.7
1884,Nora,2021,12.3
1885,Lindesberg,2021,13.9
1904,Skinnskatteberg,2021,13.9
1907,Surahammar,2021,13.8
1960,Kungsör,2021,16.3
1961,Hallstahammar,2021,14.3
1962,Norberg,2021,17.1
1980,Västerås,2021,16.1
1981,Sala,2021,14.6
1982,Fagersta,2021,18.1
1983,Köping,2021,15.8
1984,Arboga,2021,15.8
2021,Vansbro,2021,9.6
2023,Malung-Sälen,2021,9.9
2026,Gagnef,2021,8.2
2029,Leksand,2021,9.4
2031,Rättvik,2021,10.4
2034,Orsa,2021,14.3
2039,Älvdalen,2021,13.7
2061,Smedjebacken,2021,11.7
2062,Mora,2021,10.4
2080,Falun,2021,9.8
2081,Borlänge,2021,15.2
2082,Säter,2021,9.1
2083,Hedemora,2021,13.9
2084,Avesta,2021,15.8
2085,Ludvika,2021,16
2101,Ockelbo,2021,15.4
2104,Hofors,2021,16.8
2121,Ovanåker,2021,14.5
2132,Nordanstig,2021,13.7
2161,Ljusdal,2021,16.4
2180,Gävle,2021,17
2181,Sandviken,2021,18.2
2182,Söderhamn,2021,18.7
2183,Bollnäs,2021,16.9
2184,Hudiksvall,2021,13.8
2260,Ånge,2021,14.1
2262,Timrå,2021,15.6
2280,Härnösand,2021,17.9
2281,Sundsvall,2021,14.3
2282,Kramfors,2021,15.3
2283,Sollefteå,2021,15.8
2284,Örnsköldsvik,2021,13.2
2303,Ragunda,2021,12.9
2305,Bräcke,2021,13.7
2309,Krokom,2021,9.1
2313,Strömsund,2021,14.9
2321,Åre,2021,13.5
2326,Berg,2021,13.3
2361,Härjedalen,2021,13
2380,Östersund,2021,12.6
2401,Nordmaling,2021,12.4
2403,Bjurholm,2021,12.6
2404,Vindeln,2021,10.4
2409,Robertsfors,2021,10.6
2417,Norsjö,2021,10.8
2418,Malå,2021,10.3
2421,Storuman,2021,11.8
2422,Sorsele,2021,11.2
2425,Dorotea,2021,11.5
2460,Vännäs,2021,10.9
2462,Vilhelmina,2021,15.7
2463,Åsele,2021,15.5
2480,Umeå,2021,10.2
2481,Lycksele,2021,12.3
2482,Skellefteå,2021,11.1
2505,Arvidsjaur,2021,14.8
2506,Arjeplog,2021,11.5
2510,Jokkmokk,2021,10.6
2513,Överkalix,2021,14.2
2514,Kalix,2021,13
2518,Övertorneå,2021,13.1
2521,Pajala,2021,11.3
2523,Gällivare,2021,8
2560,Älvsbyn,2021,16.2
2580,Luleå,2021,11.2
2581,Piteå,2021,11.4
2582,Boden,2021,12.4
2583,Haparanda,2021,17.3
2584,Kiruna,2021,8.5
0114,Upplands Väsby,2022,12.9
0115,Vallentuna,2022,6.7
0117,Österåker,2022,7.5
0120,Värmdö,2022,7.4
0123,Järfälla,2022,13.6
0125,Ekerö,2022,5.8
0126,Huddinge,2022,11.6
0127,Botkyrka,2022,16.8
0128,Salem,2022,9.2
0136,Haninge,2022,12.2
0138,Tyresö,2022,8.9
0139,Upplands-Bro,2022,13.5
0140,Nykvarn,2022,7.5
0160,Täby,2022,6.5
0162,Danderyd,2022,5.7
0163,Sollentuna,2022,10.4
0180,Stockholm,2022,10.5
0181,Södertälje,2022,17.5
0182,Nacka,2022,7.7
0183,Sundbyberg,2022,11.2
0184,Solna,2022,7.8
