"municipality_code","municipality_name","year","population_total","population_working_age","share_postsecondary","employment_rate","unemployment_rate","labour_market_source_table","disposable_income_pbb","price_base_amount","disposable_income_sek_nominal","new_firm_starts_per_1000_16_64","program_exit_to_work_or_study_share"
"0685","Vetlanda",2018,27504,14469,0.291986490635554,84,10.9,"IntGr1KomKonUtb",5.8,45500,263900,6.8,35.71428571
"0685","Vetlanda",2019,27466,14376,0.297299382716049,83.5,11.3,"IntGr1KomKonUtb",5.8,46500,269700,8.4,45.16129032
"0685","Vetlanda",2020,27502,14344,0.299946149703823,82.2,12.7,"IntGr1KomKonUtb",5.8,47300,274340,9.6,35.29411764
"0685","Vetlanda",2021,27621,14317,0.306589595375723,83.5,12.1,"IntGr1KomKonUtb",6.1,47600,290360,9.39873825,47.88732395
"0685","Vetlanda",2022,27673,14336,0.313919582565991,84.9,10.8,"IntGr1KomUtbBAS",6.2,48300,299460,9.44912258,42.35294117
"0685","Vetlanda",2023,27498,14237,0.319107887019602,83.6,11.3,"IntGr1KomUtbBAS",5.3,52500,278250,7.95432677,
"0686","Eksjö",2016,17129,9241,0.360203340595497,81.1,10.8,"IntGr1KomKonUtb",5.6,44300,248080,7.7,5.59701492
"0686","Eksjö",2017,17416,9283,0.362886844306369,80.8,11.4,"IntGr1KomKonUtb",5.7,44800,255360,10,16.74641149
"0686","Eksjö",2018,17667,9338,0.363863150392017,81,10.6,"IntGr1KomKonUtb",5.7,45500,259350,9.2,9.95260664
"0686","Eksjö",2019,17753,9307,0.366389548693587,81,11.6,"IntGr1KomKonUtb",5.7,46500,265050,10,9.45945946
"0686","Eksjö",2020,17788,9285,0.369487908961593,80.2,12.5,"IntGr1KomKonUtb",5.7,47300,269610,10.3,14.74820144
"0686","Eksjö",2021,17834,9244,0.374269703111959,80.9,12,"IntGr1KomKonUtb",6,47600,285600,10.6361829,8.73786408
"0686","Eksjö",2022,17858,9223,0.381792011514933,82.3,10.8,"IntGr1KomUtbBAS",6.1,48300,294630,9.05743008,9.77198697
"0686","Eksjö",2023,17750,9105,0.386223564954683,82.1,10,"IntGr1KomUtbBAS",5.3,52500,278250,9.47630923,32.14285714
"0687","Tranås",2016,18794,9936,0.295670055980807,78.9,14,"IntGr1KomKonUtb",5.5,44300,243650,10,31.52173913
"0687","Tranås",2017,18894,9948,0.30193842645382,79.2,13.8,"IntGr1KomKonUtb",5.6,44800,250880,8.1,16.48351649
"0687","Tranås",2018,18987,9965,0.305843862815884,79.5,13.5,"IntGr1KomKonUtb",5.6,45500,254800,7.6,12.5
"0687","Tranås",2019,19003,9933,0.310454185071922,79.2,13.6,"IntGr1KomKonUtb",5.7,46500,265050,7.8,11.47540984
"0687","Tranås",2020,18903,9833,0.315322488909112,77.8,15.8,"IntGr1KomKonUtb",5.6,47300,264880,10.6,14.28571428
"0687","Tranås",2021,18874,9803,0.322452680494163,79.9,14.3,"IntGr1KomKonUtb",5.9,47600,280840,8.67618248,30
"0687","Tranås",2022,18804,9771,0.33257584365413,81.7,11.4,"IntGr1KomUtbBAS",6,48300,289800,7.83509001,28.39506173
"0687","Tranås",2023,18755,9770,0.339431818181818,82.3,11,"IntGr1KomUtbBAS",5.2,52500,273000,9.06881077,27.81065089
"0760","Uppvidinge",2016,9508,5046,0.240683229813665,80.2,14.3,"IntGr1KomKonUtb",5.6,44300,248080,8.3,
"0760","Uppvidinge",2017,9561,5048,0.241956809167034,81,13.3,"IntGr1KomKonUtb",5.7,44800,255360,7.7,
"0760","Uppvidinge",2018,9581,5046,0.24044551212055,81.6,14.4,"IntGr1KomKonUtb",5.8,45500,263900,7.4,
"0760","Uppvidinge",2019,9588,5056,0.245315904139434,80.4,14.6,"IntGr1KomKonUtb",5.7,46500,265050,7.3,27.45098039
"0760","Uppvidinge",2020,9498,4949,0.246126604692342,78.6,16.3,"IntGr1KomKonUtb",5.6,47300,264880,7.8,71.42857143
"0760","Uppvidinge",2021,9449,4957,0.24772475027747,80.8,14.6,"IntGr1KomKonUtb",5.9,47600,280840,10.78267336,27.27272727
"0760","Uppvidinge",2022,9418,4941,0.254880212954747,81.2,12.7,"IntGr1KomUtbBAS",6.1,48300,294630,7.05532863,52.5
"0760","Uppvidinge",2023,9263,4864,0.259259259259259,80,13.6,"IntGr1KomUtbBAS",5.2,52500,273000,8.60617399,45
"0761","Lessebo",2016,8760,4489,0.285965352749184,73,22.7,"IntGr1KomKonUtb",5.2,44300,230360,9,
"0761","Lessebo",2017,8806,4483,0.287623762376238,73.9,23.4,"IntGr1KomKonUtb",5.3,44800,237440,7.6,
"0761","Lessebo",2018,8780,4427,0.291252485089463,75.3,22.6,"IntGr1KomKonUtb",5.4,45500,245700,7.5,46.15384615
"0761","Lessebo",2019,8733,4396,0.296120150187735,75,21.4,"IntGr1KomKonUtb",5.4,46500,251100,9.6,
"0761","Lessebo",2020,8655,4364,0.297345132743363,74.5,22.5,"IntGr1KomKonUtb",5.4,47300,255420,7.1,0
"0761","Lessebo",2021,8574,4287,0.298084291187739,77.3,20.2,"IntGr1KomKonUtb",5.7,47600,271320,9.71283784,87.5
"0761","Lessebo",2022,8485,4240,0.302702702702703,78.9,18,"IntGr1KomUtbBAS",5.9,48300,284970,10.15658062,36.06557377
"0761","Lessebo",2023,8342,4150,0.308580425085279,77.9,15.6,"IntGr1KomUtbBAS",5,52500,262500,8.98972603,21.31147541
"0763","Tingsryd",2016,12393,6446,0.2644727773949,78.5,13.6,"IntGr1KomKonUtb",5.5,44300,243650,8.6,20
"0763","Tingsryd",2017,12451,6424,0.266701101928375,79.2,13,"IntGr1KomKonUtb",5.5,44800,246400,9.5,3.33333333
"0763","Tingsryd",2018,12407,6316,0.2663421418637,80.2,12,"IntGr1KomKonUtb",5.6,45500,254800,10.1,32.25806452
"0763","Tingsryd",2019,12393,6308,0.267293953650462,79.4,11.4,"IntGr1KomKonUtb",5.6,46500,260400,10.3,50
"0763","Tingsryd",2020,12369,6291,0.272442042879554,79.1,13.1,"IntGr1KomKonUtb",5.5,47300,260150,11.5,84.72222222
"0763","Tingsryd",2021,12319,6232,0.27460958062818,79.2,12.3,"IntGr1KomKonUtb",5.8,47600,276080,12.7388535,68.18181819
"0763","Tingsryd",2022,12297,6215,0.284510010537408,80.5,12,"IntGr1KomUtbBAS",5.9,48300,284970,11.26927639,34.54545454
"0763","Tingsryd",2023,12155,6125,0.288604898828541,80.5,10.8,"IntGr1KomUtbBAS",5.1,52500,267750,10.39809863,22.5
"0764","Alvesta",2016,19850,10564,0.288336479966436,80.3,15.4,"IntGr1KomKonUtb",5.5,44300,243650,8.4,58.47457627
"0764","Alvesta",2017,20026,10559,0.295518646192416,81,14.8,"IntGr1KomKonUtb",5.6,44800,250880,7.4,48.27586207
"0764","Alvesta",2018,20150,10489,0.300146566164154,81.5,14.3,"IntGr1KomKonUtb",5.7,45500,259350,6.9,36.58536585
"0764","Alvesta",2019,20134,10398,0.303441742974424,81.7,14.3,"IntGr1KomKonUtb",5.7,46500,265050,8.8,25.95419847
"0764","Alvesta",2020,20224,10441,0.307796680931009,80.3,16.4,"IntGr1KomKonUtb",5.7,47300,269610,8.4,11.82795699
"0764","Alvesta",2021,20287,10417,0.316038231278227,80.9,15.5,"IntGr1KomKonUtb",5.9,47600,280840,8.54849965,35.5
"0764","Alvesta",2022,20257,10411,0.323104502794474,82.6,13.8,"IntGr1KomUtbBAS",6,48300,289800,8.82712812,55.35714286
"0764","Alvesta",2023,20040,10329,0.331033750796009,82,13,"IntGr1KomUtbBAS",5.3,52500,278250,9.35560025,23.07692308
"0765","Älmhult",2016,16618,9141,0.354211923726768,81.5,10.8,"IntGr1KomKonUtb",6,44300,265800,8.8,
"0765","Älmhult",2017,17148,9377,0.362841147655703,80.6,11.9,"IntGr1KomKonUtb",6.1,44800,273280,9.5,
"0765","Älmhult",2018,17568,9588,0.386055003994066,80.6,12.8,"IntGr1KomKonUtb",6.1,45500,277550,7.9,
"0765","Älmhult",2019,17651,9559,0.390168795620438,80.9,13,"IntGr1KomKonUtb",6.2,46500,288300,9.1,
"0765","Älmhult",2020,17884,9668,0.401215805471125,80.1,13.4,"IntGr1KomKonUtb",6.1,47300,288530,7.9,53.33333333
"0765","Älmhult",2021,17963,9681,0.411196043165468,80.9,13.1,"IntGr1KomKonUtb",6.4,47600,304640,11.4416476,
"0765","Älmhult",2022,18092,9757,0.424218923111013,82.5,11.5,"IntGr1KomUtbBAS",6.5,48300,313950,8.56816451,58.82352942
"0765","Älmhult",2023,17932,9696,0.436075100581135,82.1,11.1,"IntGr1KomUtbBAS",5.6,52500,294000,8.50581231,45.73643411
"0767","Markaryd",2016,9991,5273,0.232316814908937,75.7,16,"IntGr1KomKonUtb",5.3,44300,234790,7.8,
"0767","Markaryd",2017,10170,5320,0.230414746543779,76.6,16.4,"IntGr1KomKonUtb",5.4,44800,241920,7.6,
"0767","Markaryd",2018,10260,5340,0.233812200707891,76.9,16.1,"IntGr1KomKonUtb",5.4,45500,245700,7.1,
"0767","Markaryd",2019,10320,5337,0.240556247405562,76.8,16.4,"IntGr1KomKonUtb",5.5,46500,255750,7.3,57.42574258
"0767","Markaryd",2020,10373,5362,0.24081716879901,76.5,16.5,"IntGr1KomKonUtb",5.5,47300,260150,8.7,65.78947369
"0767","Markaryd",2021,10320,5381,0.251801523574223,78.7,14.3,"IntGr1KomKonUtb",5.8,47600,276080,10.28983022,52.38095238
"0767","Markaryd",2022,10166,5320,0.254771784232365,80.4,12.3,"IntGr1KomUtbBAS",6,48300,289800,11.84549356,83.33333333
"0767","Markaryd",2023,10076,5312,0.265072765072765,81,11.3,"IntGr1KomUtbBAS",5.2,52500,273000,9.37337268,29.03225806
"0780","Växjö",2016,89500,51419,0.472323387698781,78.9,13.2,"IntGr1KomKonUtb",5.7,44300,252510,10.7,36.5097589
"0780","Växjö",2017,91060,52317,0.476569427203405,79.6,12.4,"IntGr1KomKonUtb",5.7,44800,255360,9.7,38.46153846
"0780","Växjö",2018,92567,53057,0.48177775840272,79.6,12.4,"IntGr1KomKonUtb",5.8,45500,263900,7.7,36.21460507
"0780","Växjö",2019,94129,53893,0.486669097616954,79.1,12.4,"IntGr1KomKonUtb",5.8,46500,269700,8.8,45.42586751
"0780","Växjö",2020,94859,54082,0.491355758558866,78.1,14.2,"IntGr1KomKonUtb",5.8,47300,274340,10.4,34.7553325
"0780","Växjö",2021,95995,54626,0.49595321835671,79.2,13.1,"IntGr1KomKonUtb",6.1,47600,290360,10.6836162,46.61870504
"0780","Växjö",2022,97137,55352,0.50231767938419,80.4,11.5,"IntGr1KomUtbBAS",6.2,48300,299460,11.36901142,44.32432432
"0780","Växjö",2023,97574,55458,0.504263631017391,80,11.3,"IntGr1KomUtbBAS",5.3,52500,278250,9.80033278,25.1402918
"0781","Ljungby",2016,28008,15475,0.308650920156499,82,11.4,"IntGr1KomKonUtb",5.6,44300,248080,8.1,
"0781","Ljungby",2017,28297,15495,0.312074525259764,82,11.5,"IntGr1KomKonUtb",5.7,44800,255360,7.8,
"0781","Ljungby",2018,28573,15591,0.314814814814815,82.3,11.4,"IntGr1KomKonUtb",5.7,45500,259350,6.7,57.14285714
"0781","Ljungby",2019,28521,15516,0.3186447870986,82,11.9,"IntGr1KomKonUtb",5.8,46500,269700,7.4,42.30769231
"0781","Ljungby",2020,28401,15345,0.32134735645253,81,13.6,"IntGr1KomKonUtb",5.8,47300,274340,8.6,30.88235294
"0781","Ljungby",2021,28433,15255,0.327279202279202,82.9,12,"IntGr1KomKonUtb",6,47600,285600,9.6746886,27.10280373
"0781","Ljungby",2022,28483,15287,0.335800185013876,83.9,10.2,"IntGr1KomUtbBAS",6.2,48300,299460,6.70775925,26.36363637
"0781","Ljungby",2023,28304,15157,0.341150315547906,83.4,9.4,"IntGr1KomUtbBAS",5.4,52500,283500,8.06742926,36.52173913
"0821","Högsby",2016,6080,3189,0.222338568935428,70.4,19,"IntGr1KomKonUtb",5.1,44300,225930,6.5,
"0821","Högsby",2017,6087,3173,0.226731980405878,71.3,19.7,"IntGr1KomKonUtb",5.2,44800,232960,7.9,0
"0821","Högsby",2018,6094,3120,0.231013776050865,72.4,20.7,"IntGr1KomKonUtb",5.3,45500,241150,6.6,
"0821","Högsby",2019,5921,3025,0.230852994555354,72.5,18.4,"IntGr1KomKonUtb",5.3,46500,246450,9.4,
"0821","Högsby",2020,5731,2922,0.229502059153875,72.5,17.6,"IntGr1KomKonUtb",5.3,47300,250690,10.9,40
"0821","Högsby",2021,5645,2834,0.232307692307692,75.8,15.7,"IntGr1KomKonUtb",5.5,47600,261800,11.44913314,48.38709678
"0821","Högsby",2022,5584,2760,0.24275646045419,75.4,14.4,"IntGr1KomUtbBAS",5.7,48300,275310,11.73785458,
"0821","Högsby",2023,5438,2671,0.254449838187702,74.4,14.4,"IntGr1KomUtbBAS",4.8,52500,252000,9.60264901,20
"0834","Torsås",2016,7063,3661,0.263047390521896,76.3,14.1,"IntGr1KomKonUtb",5.4,44300,239220,11.2,
"0834","Torsås",2017,7083,3633,0.270952237909282,78.1,14.4,"IntGr1KomKonUtb",5.5,44800,246400,8.7,13.87900356
"0834","Torsås",2018,7098,3598,0.280432822362489,79,13.6,"IntGr1KomKonUtb",5.5,45500,250250,6.3,27.5
"0834","Torsås",2019,7125,3607,0.282066686692701,79.1,13.2,"IntGr1KomKonUtb",5.6,46500,260400,9.5,21.91011236
"0834","Torsås",2020,7149,3596,0.291101055806938,78.8,14.2,"IntGr1KomKonUtb",5.6,47300,264880,9.4,18.69158879
"0834","Torsås",2021,7113,3545,0.29730557256583,80.1,12.3,"IntGr1KomKonUtb",5.8,47600,276080,11.36363636,
"0834","Torsås",2022,7042,3523,0.311111111111111,80.7,11.4,"IntGr1KomUtbBAS",5.9,48300,284970,10.07751938,
"0834","Torsås",2023,7002,3523,0.315708576698432,79.7,10.5,"IntGr1KomUtbBAS",5.2,52500,273000,8.55587244,31.25
"0840","Mörbylånga",2016,14916,7574,0.392246949030869,83.9,8.7,"IntGr1KomKonUtb",5.8,44300,256940,8.5,
"0840","Mörbylånga",2017,15000,7545,0.405432595573441,84.6,8.7,"IntGr1KomKonUtb",5.9,44800,264320,7.9,
"0840","Mörbylånga",2018,15048,7498,0.41035570854848,85,8.9,"IntGr1KomKonUtb",6,45500,273000,12.6,50
"0840","Mörbylånga",2019,15249,7549,0.418419556566231,84.6,8.6,"IntGr1KomKonUtb",6,46500,279000,12.1,
"0840","Mörbylånga",2020,15487,7614,0.423702664796634,84.9,9.4,"IntGr1KomKonUtb",6,47300,283800,12.4,70
"0840","Mörbylånga",2021,15722,7687,0.431799279179374,85.6,8.7,"IntGr1KomKonUtb",6.3,47600,299880,10.73841699,41.8367347
"0840","Mörbylånga",2022,15985,7725,0.44534691629956,87,6.9,"IntGr1KomUtbBAS",6.5,48300,313950,11.80438449,61.76470588
"0840","Mörbylånga",2023,16144,7795,0.453878549110175,86.6,6.8,"IntGr1KomUtbBAS",5.7,52500,299250,8.21624196,48.86363637
"0860","Hultsfred",2016,14607,7742,0.237418419144308,71.8,17.5,"IntGr1KomKonUtb",5.2,44300,230360,9.9,
"0860","Hultsfred",2017,14579,7635,0.238171495123016,73.5,17.9,"IntGr1KomKonUtb",5.3,44800,237440,8,
"0860","Hultsfred",2018,14360,7456,0.240142306552031,75.4,16.8,"IntGr1KomKonUtb",5.5,45500,250250,7.4,38.38383838
"0860","Hultsfred",2019,14224,7308,0.246153846153846,75.9,16.5,"IntGr1KomKonUtb",5.6,46500,260400,7.7,30.76923077
"0860","Hultsfred",2020,14107,7178,0.251482438801885,75.6,16.9,"IntGr1KomKonUtb",5.5,47300,260150,8.5,36.79245283
"0860","Hultsfred",2021,14056,7086,0.251605013757261,75.9,15.6,"IntGr1KomKonUtb",5.8,47600,276080,11.55994285,47.25274725
"0860","Hultsfred",2022,14064,7085,0.259944920440637,77.6,13.9,"IntGr1KomUtbBAS",5.8,48300,280140,8.94477573,52.94117647
"0860","Hultsfred",2023,13883,6941,0.269585613760751,76.8,13,"IntGr1KomUtbBAS",5.1,52500,267750,10.03518832,45.45454545
"0861","Mönsterås",2016,13395,7132,0.283798534227351,79,13.4,"IntGr1KomKonUtb",5.6,44300,248080,8.8,
"0861","Mönsterås",2017,13498,7113,0.285448340055849,78.8,13.5,"IntGr1KomKonUtb",5.7,44800,255360,8.4,100
"0861","Mönsterås",2018,13565,7098,0.289225537177307,79.5,13.2,"IntGr1KomKonUtb",5.8,45500,263900,7.4,42.42424242
"0861","Mönsterås",2019,13430,6990,0.290566037735849,80,12.8,"IntGr1KomKonUtb",5.8,46500,269700,7.5,82.53968254
"0861","Mönsterås",2020,13264,6889,0.29731027857829,79.1,13.6,"IntGr1KomKonUtb",5.7,47300,269610,8.2,67.56756757
"0861","Mönsterås",2021,13258,6833,0.300481540930979,80.8,12.4,"IntGr1KomKonUtb",5.9,47600,280840,8.94793926,50
"0861","Mönsterås",2022,13276,6791,0.309193548387097,82.2,10.8,"IntGr1KomUtbBAS",6.1,48300,294630,7.99674709,59.25925926
"0861","Mönsterås",2023,13134,6693,0.313636363636364,81.5,9.6,"IntGr1KomUtbBAS",5.4,52500,283500,8.02284471,
"0862","Emmaboda",2016,9348,4959,0.277254374158816,77.4,14.3,"IntGr1KomKonUtb",5.5,44300,243650,7.7,12.90322581
"0862","Emmaboda",2017,9368,4896,0.280297901150982,78,15,"IntGr1KomKonUtb",5.6,44800,250880,7.5,12.08791209
"0862","Emmaboda",2018,9400,4864,0.279647616896318,77.5,14.5,"IntGr1KomKonUtb",5.7,45500,259350,5.7,17.8343949
"0862","Emmaboda",2019,9445,4853,0.283524904214559,77,14.8,"IntGr1KomKonUtb",5.7,46500,265050,9.5,16.99346405
"0862","Emmaboda",2020,9360,4799,0.286138387759763,76.5,16,"IntGr1KomKonUtb",5.6,47300,264880,8.7,54.38596491
"0862","Emmaboda",2021,9329,4778,0.291389207807118,78.3,14.6,"IntGr1KomKonUtb",5.9,47600,280840,7.12360416,16.99346405
"0862","Emmaboda",2022,9347,4786,0.297564338235294,79,12.8,"IntGr1KomUtbBAS",6,48300,289800,10.58710298,40.38461539
"0862","Emmaboda",2023,9056,4645,0.30147922047429,79.2,11.7,"IntGr1KomUtbBAS",5.3,52500,278250,9.82280431,32.87671233
"0880","Kalmar",2016,66571,38689,0.449947502624869,79.9,12,"IntGr1KomKonUtb",5.5,44300,243650,9.9,
"0880","Kalmar",2017,67451,39006,0.454834156669019,80.5,11.9,"IntGr1KomKonUtb",5.6,44800,250880,9.8,14.90909091
"0880","Kalmar",2018,68510,39408,0.459286394185007,80.5,12,"IntGr1KomKonUtb",5.7,45500,259350,9.6,27.27272728
"0880","Kalmar",2019,69467,39778,0.463797872643796,80,11.7,"IntGr1KomKonUtb",5.8,46500,269700,9,37.5
"0880","Kalmar",2020,70329,40137,0.46730241376383,79.6,13.5,"IntGr1KomKonUtb",5.7,47300,269610,9.7,31.66666666
"0880","Kalmar",2021,71328,40605,0.471415760564959,80.5,12.3,"IntGr1KomKonUtb",6,47600,285600,11.12611891,35.46798029
"0880","Kalmar",2022,72018,40984,0.478733734705768,82.2,10.8,"IntGr1KomUtbBAS",6.1,48300,294630,10.18073667,41.07142857
"0880","Kalmar",2023,72304,41101,0.48375051860047,81.6,10.7,"IntGr1KomUtbBAS",5.3,52500,278250,8.46268724,42.06008584
"0881","Nybro",2016,20311,10988,0.285963472193721,75.4,15.8,"IntGr1KomKonUtb",5.3,44300,234790,10,24.19354839
"0881","Nybro",2017,20406,10876,0.292293521645686,76.6,15.5,"IntGr1KomKonUtb",5.4,44800,241920,6,25.20325203
"0881","Nybro",2018,20350,10769,0.2990261404408,77.8,14.4,"IntGr1KomKonUtb",5.5,45500,250250,6.7,23.52941176
"0881","Nybro",2019,20318,10693,0.300102774922919,77.9,13.7,"IntGr1KomKonUtb",5.5,46500,255750,9.1,6.61157024
"0881","Nybro",2020,20273,10618,0.305315203955501,78.1,14.6,"IntGr1KomKonUtb",5.5,47300,260150,7.7,5.36912752
"0881","Nybro",2021,20284,10633,0.313449691991786,79.3,13.8,"IntGr1KomKonUtb",5.7,47600,271320,8.80327726,
"0881","Nybro",2022,20303,10628,0.31964175416924,80.8,12.2,"IntGr1KomUtbBAS",5.9,48300,284970,7.92406827,
"0881","Nybro",2023,20145,10542,0.323746236112553,79.6,12.4,"IntGr1KomUtbBAS",5.1,52500,267750,8.09963421,18.91891892
"0882","Oskarshamn",2016,27006,14701,0.317600487210719,81.8,11.7,"IntGr1KomKonUtb",5.9,44300,261370,6.8,
"0882","Oskarshamn",2017,26928,14552,0.321851453175458,82.6,11.4,"IntGr1KomKonUtb",6,44800,268800,7.7,46.5625
"0882","Oskarshamn",2018,26928,14398,0.324622263336417,82.3,12.6,"IntGr1KomKonUtb",6.1,45500,277550,7.3,33.19672131
"0882","Oskarshamn",2019,27102,14361,0.325847032492089,82.7,12.1,"IntGr1KomKonUtb",6,46500,279000,7,33.19672131
"0882","Oskarshamn",2020,27147,14294,0.328995996304281,81.3,13.1,"IntGr1KomKonUtb",5.9,47300,279070,8.5,
"0882","Oskarshamn",2021,27220,14323,0.336862293824319,83.1,12.1,"IntGr1KomKonUtb",6.2,47600,295120,6.94265878,
"0882","Oskarshamn",2022,27028,14311,0.346448254745867,84,11.1,"IntGr1KomUtbBAS",6.3,48300,304290,6.9907645,
"0882","Oskarshamn",2023,26918,14203,0.350913717325931,83.5,9.7,"IntGr1KomUtbBAS",5.5,52500,288750,7.455492,
"0883","Västervik",2016,36438,19063,0.315084517751652,78.6,14.7,"IntGr1KomKonUtb",5.4,44300,239220,7.4,
"0883","Västervik",2017,36551,18910,0.319141470261419,79.2,14.2,"IntGr1KomKonUtb",5.5,44800,246400,7.7,35.2112676
"0883","Västervik",2018,36680,18799,0.331291207188284,79.8,13.9,"IntGr1KomKonUtb",5.7,45500,259350,7.3,18.57142857
"0883","Västervik",2019,36679,18658,0.3333528481939,79.9,13.6,"IntGr1KomKonUtb",5.7,46500,265050,7.1,17.6100629
"0883","Västervik",2020,36655,18531,0.34038676306354,79.6,15,"IntGr1KomKonUtb",5.7,47300,269610,8.8,24.76190476
"0883","Västervik",2021,36747,18357,0.351328952820695,81.6,13,"IntGr1KomKonUtb",5.9,47600,280840,9.15631132,43.20987654
"0883","Västervik",2022,36650,18218,0.361380217677311,83.3,11.5,"IntGr1KomUtbBAS",6,48300,289800,8.63800723,35.13513514
"0883","Västervik",2023,36434,18022,0.368074038228889,82.8,10.9,"IntGr1KomUtbBAS",5.2,52500,273000,8.56737301,24.67532467
"0884","Vimmerby",2016,15636,8427,0.263460253841015,81.5,11.9,"IntGr1KomKonUtb",5.5,44300,243650,8.8,
"0884","Vimmerby",2017,15728,8450,0.267266472611802,82.2,12.2,"IntGr1KomKonUtb",5.6,44800,250880,7.5,40.9090909
"0884","Vimmerby",2018,15764,8384,0.269327342407824,82.3,12.4,"IntGr1KomKonUtb",5.6,45500,254800,8.3,29.6875
"0884","Vimmerby",2019,15647,8279,0.27367297946119,83.9,11.5,"IntGr1KomKonUtb",5.7,46500,265050,7.9,32.87671233
"0884","Vimmerby",2020,15672,8252,0.277406417112299,82.9,13.5,"IntGr1KomKonUtb",5.7,47300,269610,7.9,37.09677419
"0884","Vimmerby",2021,15578,8166,0.278763440860215,84.2,11.5,"IntGr1KomKonUtb",5.9,47600,280840,9.60234975,25.45454545
"0884","Vimmerby",2022,15557,8119,0.287643484132343,85.4,9.3,"IntGr1KomUtbBAS",6.1,48300,294630,9.02934537,64
"0884","Vimmerby",2023,15461,8058,0.293708202538556,85.3,9.6,"IntGr1KomUtbBAS",5.2,52500,273000,8.62460281,44.06779661
"0885","Borgholm",2016,10930,5338,0.294950738916256,78.5,12.3,"IntGr1KomKonUtb",5.2,44300,230360,12.5,60.46511628
"0885","Borgholm",2017,10857,5239,0.303660565723794,80.2,12.7,"IntGr1KomKonUtb",5.3,44800,237440,12.9,36.58536585
"0885","Borgholm",2018,10873,5198,0.308734625807797,80.2,11.8,"IntGr1KomKonUtb",5.3,45500,241150,12.7,
"0885","Borgholm",2019,10839,5113,0.310819394452678,79.1,11.1,"IntGr1KomKonUtb",5.4,46500,251100,11.2,
"0885","Borgholm",2020,10836,5046,0.322663252240717,79.7,12.1,"IntGr1KomKonUtb",5.5,47300,260150,12.5,26.47058823
"0885","Borgholm",2021,10895,5025,0.329616126956895,81,11.4,"IntGr1KomKonUtb",5.7,47600,271320,15.88474326,48.48484848
"0885","Borgholm",2022,10857,4963,0.336227479921858,82.6,10.1,"IntGr1KomUtbBAS",5.9,48300,284970,16.20327748,55.55555556
"0885","Borgholm",2023,10748,4839,0.33754712796629,82.5,9.4,"IntGr1KomUtbBAS",5.1,52500,267750,13.44788943,34.375
"0980","Gotland",2016,58003,31893,0.340024652227505,80.6,12.3,"IntGr1KomKonUtb",5.3,44300,234790,12.3,
"0980","Gotland",2017,58595,31950,0.347990477524156,81.1,11.9,"IntGr1KomKonUtb",5.3,44800,237440,11.1,54.21686747
"0980","Gotland",2018,59249,31960,0.353476734892449,81.5,11.5,"IntGr1KomKonUtb",5.4,45500,245700,10.9,45.04504504
"0980","Gotland",2019,59686,32069,0.361836183618362,80.3,10.9,"IntGr1KomKonUtb",5.5,46500,255750,12.4,60.5839416
"0980","Gotland",2020,60124,32095,0.371460108309475,80,13,"IntGr1KomKonUtb",5.5,47300,260150,12.5,47.72727272
"0980","Gotland",2021,61001,32301,0.380927888077358,81.1,11.6,"IntGr1KomKonUtb",5.7,47600,271320,13.28436576,45.89041096
"0980","Gotland",2022,61173,32268,0.390493236498813,82.2,9.3,"IntGr1KomUtbBAS",5.9,48300,284970,11.84569052,49.13294797
"0980","Gotland",2023,61029,31944,0.397218842343125,82.3,8.4,"IntGr1KomUtbBAS",5.1,52500,267750,10.51240809,32.67973856
"1060","Olofström",2016,13417,7189,0.26621958827199,76.5,18.5,"IntGr1KomKonUtb",5.6,44300,248080,6,
"1060","Olofström",2017,13482,7174,0.269967304997665,78.3,17.8,"IntGr1KomKonUtb",5.8,44800,259840,7.6,46.96969697
"1060","Olofström",2018,13516,7180,0.271036727103673,78,17.6,"IntGr1KomKonUtb",5.8,45500,263900,6.4,
"1060","Olofström",2019,13426,7106,0.27286894187315,77.2,16.8,"IntGr1KomKonUtb",5.8,46500,269700,7,22
"1060","Olofström",2020,13311,7035,0.272127024052822,76.5,17.7,"IntGr1KomKonUtb",5.7,47300,269610,5.7,22
"1060","Olofström",2021,13263,7025,0.276202412658625,77,16,"IntGr1KomKonUtb",6,47600,285600,8.67964229,23.07692308
"1060","Olofström",2022,13159,6921,0.281670093310138,78.7,14.6,"IntGr1KomUtbBAS",6.1,48300,294630,6.84390629,26.72413793
"1060","Olofström",2023,13061,6895,0.285419641440584,77.9,13.3,"IntGr1KomUtbBAS",5.3,52500,278250,6.79004127,28
"1080","Karlskrona",2016,66262,37027,0.455891463263536,77.1,14.4,"IntGr1KomKonUtb",5.6,44300,248080,7.9,56.70498085
"1080","Karlskrona",2017,66666,37020,0.461938461538462,78.3,13.9,"IntGr1KomKonUtb",5.7,44800,255360,8.5,56.55172414
"1080","Karlskrona",2018,66675,36847,0.469036344628252,78.9,13.4,"IntGr1KomKonUtb",5.8,45500,263900,7.8,42.09401709
"1080","Karlskrona",2019,66622,36644,0.477516520670048,78.8,12.7,"IntGr1KomKonUtb",5.8,46500,269700,8,45.49918167
"1080","Karlskrona",2020,66515,36547,0.484310461747118,78.4,13.7,"IntGr1KomKonUtb",5.9,47300,279070,8.2,44.44444444
"1080","Karlskrona",2021,66708,36569,0.490183407188577,79.6,12.6,"IntGr1KomKonUtb",6.1,47600,290360,9.88707654,41.42194745
